id_conteudo,titulo,tipo,genero,ano_lancamento,duracao_minutos,temporadas,quantidade_episodios,classificacao_indicativa,idioma_original,pais_producao,plataforma,avaliacao_publico,quantidade_avaliacoes,orcamento_milhoes,premios_recebidos
218,Código Sombrio 218,Série,Drama,2001,40,8,107,18 anos,Português,Brasil,PlayTV,2.8,288228,58.31,22
219,O Último Horizonte 219,Série,Suspense,2005,25,7,8,18 anos,Inglês,França,PlayTV,2.4,423987,191.46,10
220,O Último Horizonte 220,Série,Romance,2001,28,4,70,12 anos,Japonês,Brasil,Vision,3.2,495083,107.88,2
221,Amor em Paris 221,Série,Ação,2022,55,1,107,14 anos,Português,Japão,PlayTV,1.2,330564,37.87,15
222,O Reino Perdido 222,Filme,Comédia,2003,159,1,1,12 anos,Espanhol,Coreia do Sul,PlayTV,3.0,296577,184.83,9
223,Código Sombrio 223,Série,Ficção Científica,2021,22,8,120,Livre,Francês,França,StreamFlix,3.9,57029,88.97,18
224,Aventura no Espaço 224,Filme,Romance,2022,84,1,1,10 anos,Inglês,Japão,Cinema+,3.9,2318,28.15,16
225,Aventura no Espaço 225,Série,Drama,2024,53,5,78,14 anos,Japonês,Japão,MegaStream,4.5,232954,156.15,0
226,Aventura no Espaço 226,Série,Fantasia,2019,30,2,68,16 anos,Português,Inglaterra,Cinema+,4.0,284332,114.07,24
227,Mistérios da Cidade 227,Filme,Terror,2019,106,1,1,10 anos,Português,Inglaterra,StreamFlix,2.1,474311,84.69,23
228,O Investigador 228,Série,Ação,2021,28,2,94,14 anos,Inglês,França,Cinema+,3.8,222909,133.41,17
229,Amor em Paris 229,Filme,Ficção Científica,2020,154,1,1,18 anos,Inglês,Brasil,StreamFlix,2.9,481332,98.5,5
230,Mistérios da Cidade 230,Filme,Suspense,2011,132,1,1,Livre,Francês,Inglaterra,StreamFlix,3.4,47372,228.6,17
231,O Último Horizonte 231,Filme,Ficção Científica,2021,95,1,1,16 anos,Inglês,Inglaterra,Cinema+,1.3,170395,146.75,14
232,Amor em Paris 232,Série,Ação,1991,37,5,114,Livre,Português,França,PlayTV,4.5,149364,191.38,9
233,Operação Final 233,Série,Terror,2016,47,4,73,Livre,Francês,Brasil,MegaStream,2.7,122445,116.96,16
234,Risos de Família 234,Série,Romance,2007,20,6,78,Livre,Português,Inglaterra,Cinema+,4.6,5735,169.54,22
235,Risos de Família 235,Série,Comédia,1990,31,8,48,10 anos,Espanhol,EUA,StreamFlix,2.8,392005,34.45,2
236,Amor em Paris 236,Filme,Romance,1993,139,1,1,18 anos,Japonês,Inglaterra,MegaStream,3.0,15803,205.54,15
237,Operação Final 237,Filme,Terror,2011,165,1,1,18 anos,Japonês,França,Vision,1.8,37527,26.95,20
238,Aventura no Espaço 238,Filme,Fantasia,1993,167,1,1,18 anos,Espanhol,Brasil,StreamFlix,4.7,467612,61.18,18
239,Operação Final 239,Filme,Comédia,2013,133,1,1,14 anos,Português,Coreia do Sul,StreamFlix,3.9,161337,209.39,15
240,Código Sombrio 240,Série,Fantasia,2025,38,2,13,Livre,Português,França,PlayTV,3.6,241082,77.58,14
241,O Reino Perdido 241,Série,Romance,2004,37,8,94,14 anos,Japonês,Brasil,Cinema+,3.0,82987,33.01,7
242,Código Sombrio 242,Série,Terror,2018,60,6,57,12 anos,Inglês,Japão,Cinema+,1.9,462407,60.52,3
243,O Último Horizonte 243,Série,Comédia,2007,46,6,7,18 anos,Inglês,Inglaterra,Vision,3.6,144470,214.68,6
244,Risos de Família 244,Filme,Suspense,2010,170,1,1,16 anos,Inglês,EUA,StreamFlix,4.9,228873,99.16,16
245,Amor em Paris 245,Série,Ficção Científica,2010,55,5,15,10 anos,Inglês,Brasil,MegaStream,2.1,285060,18.41,19
246,Amor em Paris 246,Série,Fantasia,2019,60,3,38,10 anos,Japonês,Inglaterra,StreamFlix,2.6,11091,236.03,2
247,Código Sombrio 247,Série,Ação,2001,44,3,30,18 anos,Inglês,França,Vision,1.7,342152,124.64,8
248,Mistérios da Cidade 248,Série,Ficção Científica,2011,35,4,115,18 anos,Inglês,Inglaterra,StreamFlix,2.5,146412,81.08,22
249,O Reino Perdido 249,Série,Drama,2020,26,5,91,12 anos,Espanhol,Coreia do Sul,Vision,1.6,193494,34.12,2
250,Mistérios da Cidade 250,Série,Fantasia,2012,54,4,13,16 anos,Espanhol,Coreia do Sul,PlayTV,1.4,75735,138.47,17
251,Operação Final 251,Filme,Comédia,2001,129,1,1,14 anos,Inglês,EUA,MegaStream,4.8,162464,234.81,24
252,O Investigador 252,Série,Suspense,2007,30,8,110,16 anos,Japonês,França,PlayTV,2.0,258382,238.74,23
253,Aventura no Espaço 253,Filme,Terror,1995,96,1,1,16 anos,Francês,França,PlayTV,3.6,350357,177.07,9
254,Além do Tempo 254,Série,Fantasia,2014,24,1,42,18 anos,Inglês,Inglaterra,StreamFlix,2.6,280654,130.91,10
255,Aventura no Espaço 255,Filme,Ação,2019,94,1,1,Livre,Japonês,Inglaterra,Cinema+,2.4,254608,81.96,12
256,O Investigador 256,Filme,Ficção Científica,2013,157,1,1,18 anos,Espanhol,EUA,StreamFlix,1.1,110631,193.53,9
257,Código Sombrio 257,Filme,Ação,2022,88,1,1,12 anos,Francês,Brasil,Vision,4.3,146095,209.23,8
258,O Reino Perdido 258,Filme,Terror,2012,92,1,1,12 anos,Português,Coreia do Sul,Cinema+,2.9,370283,188.06,13
259,O Último Horizonte 259,Filme,Terror,2021,175,1,1,Livre,Japonês,França,MegaStream,2.5,36009,222.59,21
260,Código Sombrio 260,Filme,Fantasia,2026,115,1,1,14 anos,Inglês,EUA,Vision,2.4,393838,171.46,12
261,O Reino Perdido 261,Filme,Comédia,1991,108,1,1,16 anos,Japonês,França,MegaStream,4.7,41093,159.5,12
262,O Investigador 262,Filme,Terror,2021,145,1,1,16 anos,Português,Brasil,StreamFlix,1.7,210611,4.16,9
263,Operação Final 263,Filme,Suspense,2022,159,1,1,Livre,Francês,Inglaterra,Cinema+,3.2,216050,28.3,23
264,O Reino Perdido 264,Série,Drama,1996,53,7,118,10 anos,Português,França,StreamFlix,4.3,112156,11.4,1
265,Aventura no Espaço 265,Filme,Fantasia,2021,120,1,1,12 anos,Espanhol,França,PlayTV,4.3,177888,54.06,1
266,O Último Horizonte 266,Série,Drama,2008,52,3,91,16 anos,Português,França,Cinema+,3.4,331494,56.8,15
267,Aventura no Espaço 267,Filme,Ação,1991,82,1,1,10 anos,Japonês,França,Vision,4.6,416346,204.5,8
268,O Investigador 268,Filme,Fantasia,1999,82,1,1,16 anos,Espanhol,Inglaterra,PlayTV,4.2,26560,12.54,23
269,Mistérios da Cidade 269,Série,Ação,2014,38,7,94,10 anos,Português,EUA,PlayTV,2.9,450792,127.94,2
270,Mistérios da Cidade 270,Filme,Ação,2018,153,1,1,Livre,Português,Japão,Vision,2.8,491620,210.44,3
271,Amor em Paris 271,Filme,Ação,2001,169,1,1,Livre,Inglês,EUA,Cinema+,2.2,145429,34.51,2
272,O Investigador 272,Série,Terror,2008,20,6,14,16 anos,Japonês,Coreia do Sul,PlayTV,2.8,418927,150.72,25
273,Risos de Família 273,Filme,Drama,2015,134,1,1,Livre,Japonês,Brasil,PlayTV,4.1,417490,182.86,10
274,O Reino Perdido 274,Filme,Ação,1994,88,1,1,10 anos,Português,Japão,StreamFlix,3.3,451915,27.51,22
275,Código Sombrio 275,Série,Romance,1990,20,4,6,Livre,Português,Inglaterra,MegaStream,3.4,355673,139.38,14
276,Risos de Família 276,Série,Fantasia,2019,33,3,33,18 anos,Inglês,Coreia do Sul,StreamFlix,2.2,271411,235.84,14
277,Risos de Família 277,Série,Fantasia,1994,43,3,29,14 anos,Espanhol,Japão,StreamFlix,1.8,152486,207.88,24
278,O Reino Perdido 278,Filme,Ficção Científica,1992,89,1,1,18 anos,Espanhol,Inglaterra,Vision,4.5,99119,34.09,11
279,O Investigador 279,Série,Fantasia,2007,47,5,39,16 anos,Japonês,Brasil,PlayTV,1.4,112791,95.33,13
280,Mistérios da Cidade 280,Filme,Ficção Científica,2000,135,1,1,12 anos,Japonês,França,PlayTV,4.1,221427,171.48,8
281,Código Sombrio 281,Série,Comédia,2019,34,5,95,14 anos,Francês,Japão,MegaStream,4.6,129271,226.9,5
282,Risos de Família 282,Filme,Comédia,1992,87,1,1,14 anos,Português,Inglaterra,Vision,3.9,74807,69.82,17
283,O Último Horizonte 283,Filme,Suspense,2014,169,1,1,14 anos,Inglês,Coreia do Sul,Vision,1.7,466836,217.34,20
284,O Último Horizonte 284,Filme,Fantasia,2017,109,1,1,Livre,Japonês,EUA,PlayTV,1.1,452268,246.3,18
285,Amor em Paris 285,Filme,Comédia,1991,146,1,1,14 anos,Português,Inglaterra,StreamFlix,1.2,68616,141.36,25
286,O Reino Perdido 286,Filme,Suspense,2005,92,1,1,16 anos,Português,EUA,Vision,4.5,27438,173.02,6
287,Aventura no Espaço 287,Filme,Terror,2004,178,1,1,12 anos,Francês,Brasil,Vision,4.4,499958,26.49,9
288,Amor em Paris 288,Série,Ação,2013,50,7,95,14 anos,Espanhol,EUA,StreamFlix,2.6,351790,224.46,0
289,Risos de Família 289,Série,Drama,2018,32,1,15,14 anos,Inglês,Coreia do Sul,StreamFlix,3.0,252443,248.52,8
290,Além do Tempo 290,Série,Terror,1994,36,6,84,16 anos,Português,Inglaterra,Vision,2.4,428889,163.93,2
291,Código Sombrio 291,Série,Ação,1996,27,7,77,Livre,Japonês,EUA,MegaStream,4.9,477117,138.59,8
292,Operação Final 292,Filme,Ficção Científica,2020,97,1,1,18 anos,Japonês,EUA,PlayTV,3.6,319630,233.09,14
293,Amor em Paris 293,Filme,Terror,2009,120,1,1,14 anos,Inglês,Coreia do Sul,PlayTV,4.8,355164,18.05,2
294,Aventura no Espaço 294,Filme,Romance,1993,87,1,1,18 anos,Inglês,França,StreamFlix,2.1,260409,35.79,3
295,Além do Tempo 295,Série,Drama,2016,54,3,54,10 anos,Português,Japão,Vision,3.0,172035,166.72,5
296,Amor em Paris 296,Série,Drama,2024,59,3,48,12 anos,Português,Japão,PlayTV,4.9,92712,101.56,9
297,Aventura no Espaço 297,Filme,Drama,2022,171,1,1,10 anos,Japonês,Japão,MegaStream,4.6,454862,131.07,1
298,Aventura no Espaço 298,Série,Ação,1995,29,7,119,14 anos,Inglês,Brasil,PlayTV,3.0,219824,211.96,3
299,Aventura no Espaço 299,Série,Suspense,1993,32,7,49,18 anos,Português,EUA,StreamFlix,2.7,298726,223.9,15
300,Risos de Família 300,Série,Comédia,2004,59,8,66,10 anos,Espanhol,EUA,Cinema+,2.5,143094,191.94,25
301,O Último Horizonte 301,Série,Drama,2016,47,8,101,10 anos,Português,Inglaterra,Vision,2.9,276548,208.14,3
302,O Último Horizonte 302,Série,Drama,2016,22,6,9,14 anos,Japonês,EUA,StreamFlix,1.2,377163,138.45,15
303,Risos de Família 303,Filme,Comédia,1992,153,1,1,10 anos,Japonês,França,MegaStream,1.7,399798,66.19,13
304,Código Sombrio 304,Filme,Drama,2022,102,1,1,12 anos,Inglês,EUA,StreamFlix,2.6,483020,168.9,10
305,Operação Final 305,Série,Comédia,2016,37,2,94,12 anos,Português,França,Vision,4.5,301580,138.97,16
306,Operação Final 306,Filme,Drama,2010,139,1,1,16 anos,Espanhol,França,StreamFlix,5.0,146428,181.89,22
307,Além do Tempo 307,Filme,Comédia,2026,136,1,1,Livre,Francês,França,StreamFlix,1.8,293274,81.3,2
308,Amor em Paris 308,Série,Comédia,2011,46,3,76,14 anos,Francês,Inglaterra,PlayTV,1.8,483040,156.03,4
309,Amor em Paris 309,Série,Suspense,1999,39,7,110,14 anos,Português,EUA,MegaStream,3.5,162972,149.83,0
310,Amor em Paris 310,Série,Drama,2011,27,3,110,18 anos,Francês,Japão,Cinema+,3.2,108795,42.09,22
311,Mistérios da Cidade 311,Filme,Ficção Científica,1990,166,1,1,18 anos,Francês,EUA,PlayTV,3.3,420842,215.34,14
312,Operação Final 312,Série,Suspense,1990,37,4,13,16 anos,Inglês,Brasil,MegaStream,3.5,160289,6.49,0
313,Código Sombrio 313,Série,Comédia,2001,40,2,30,12 anos,Japonês,França,MegaStream,3.9,466772,80.29,17
314,O Reino Perdido 314,Filme,Ação,2004,119,1,1,10 anos,Japonês,Inglaterra,StreamFlix,1.9,419316,241.2,23
315,Mistérios da Cidade 315,Filme,Ação,1994,171,1,1,10 anos,Espanhol,Inglaterra,Vision,4.0,388940,178.89,21
316,Aventura no Espaço 316,Filme,Ação,2017,108,1,1,18 anos,Espanhol,EUA,StreamFlix,4.3,194072,186.74,12
317,Amor em Paris 317,Filme,Suspense,2026,91,1,1,18 anos,Espanhol,Inglaterra,Vision,2.1,202665,101.58,6
318,O Investigador 318,Filme,Fantasia,2018,155,1,1,12 anos,Português,Inglaterra,Vision,2.8,319113,128.35,0
319,O Investigador 319,Série,Comédia,2006,37,2,97,18 anos,Português,EUA,StreamFlix,2.9,399076,89.13,11
320,O Último Horizonte 320,Série,Comédia,2019,30,2,76,16 anos,Inglês,Inglaterra,StreamFlix,4.7,273105,210.7,25
321,O Investigador 321,Série,Comédia,2012,44,8,38,10 anos,Português,EUA,Cinema+,4.1,497222,6.6,4
322,Além do Tempo 322,Série,Drama,2026,29,6,103,10 anos,Inglês,Inglaterra,MegaStream,2.1,399919,241.42,7
323,Risos de Família 323,Filme,Ação,2002,129,1,1,14 anos,Inglês,Brasil,PlayTV,1.2,166149,186.39,2
324,Além do Tempo 324,Série,Drama,2017,35,6,41,16 anos,Espanhol,França,Vision,3.7,285117,116.25,9
325,Além do Tempo 325,Filme,Terror,2018,102,1,1,14 anos,Português,Japão,PlayTV,1.9,106622,158.89,21
326,O Último Horizonte 326,Filme,Ficção Científica,2023,135,1,1,18 anos,Inglês,França,MegaStream,3.7,407184,190.44,20
327,Além do Tempo 327,Série,Terror,2022,52,4,92,16 anos,Espanhol,França,StreamFlix,4.6,430301,176.39,7
328,O Último Horizonte 328,Filme,Romance,1995,151,1,1,Livre,Francês,Japão,MegaStream,2.2,344742,182.78,5
329,Risos de Família 329,Série,Drama,2003,55,8,78,12 anos,Francês,França,MegaStream,2.2,223824,53.4,22
330,Além do Tempo 330,Filme,Suspense,2008,163,1,1,18 anos,Inglês,Japão,MegaStream,2.9,487882,193.92,17
331,Mistérios da Cidade 331,Filme,Suspense,2010,110,1,1,18 anos,Japonês,Coreia do Sul,PlayTV,1.5,397591,146.93,20
332,Aventura no Espaço 332,Filme,Ficção Científica,1990,99,1,1,Livre,Português,Coreia do Sul,Vision,4.9,150315,178.93,18
333,O Último Horizonte 333,Filme,Ação,1995,80,1,1,14 anos,Inglês,França,Vision,2.1,419988,242.07,13
334,Operação Final 334,Série,Ficção Científica,1996,55,5,56,16 anos,Japonês,Japão,Vision,1.3,355193,107.5,4
335,Além do Tempo 335,Filme,Drama,2015,113,1,1,10 anos,Francês,Inglaterra,Cinema+,4.2,480788,92.65,14
336,O Investigador 336,Filme,Drama,2016,142,1,1,10 anos,Francês,Brasil,Cinema+,3.2,287416,141.4,1
337,Amor em Paris 337,Filme,Ficção Científica,2016,103,1,1,Livre,Espanhol,Japão,Cinema+,3.0,370226,146.56,16
338,Amor em Paris 338,Filme,Ação,1998,179,1,1,12 anos,Francês,Coreia do Sul,Cinema+,4.7,286168,133.58,14
339,Amor em Paris 339,Série,Comédia,1992,51,6,119,10 anos,Japonês,Brasil,StreamFlix,4.1,30486,249.22,0
340,Amor em Paris 340,Filme,Ação,2005,127,1,1,10 anos,Japonês,Japão,Cinema+,4.6,159420,207.24,10
341,Operação Final 341,Filme,Ficção Científica,2018,160,1,1,14 anos,Francês,EUA,PlayTV,4.0,226599,218.09,17
342,Operação Final 342,Série,Romance,2022,50,4,101,12 anos,Espanhol,França,MegaStream,3.1,314935,56.93,14
343,O Investigador 343,Filme,Suspense,1998,100,1,1,10 anos,Espanhol,França,PlayTV,4.7,229566,124.05,15
344,Amor em Paris 344,Filme,Romance,2004,153,1,1,12 anos,Inglês,Brasil,PlayTV,3.5,452441,225.06,13
345,Risos de Família 345,Série,Terror,2009,55,2,36,16 anos,Espanhol,Brasil,Cinema+,2.0,266591,203.86,16
346,Código Sombrio 346,Série,Romance,2005,31,2,44,16 anos,Espanhol,Japão,MegaStream,2.7,70800,120.3,23
347,Código Sombrio 347,Filme,Comédia,2002,153,1,1,14 anos,Japonês,EUA,Cinema+,2.7,281468,50.98,16
348,Código Sombrio 348,Série,Romance,1998,20,7,85,18 anos,Francês,Inglaterra,Cinema+,1.8,132650,132.46,10
349,Mistérios da Cidade 349,Série,Fantasia,2021,44,1,100,14 anos,Japonês,França,Cinema+,3.4,378480,82.95,21
350,Além do Tempo 350,Série,Romance,2013,35,1,42,16 anos,Japonês,Japão,StreamFlix,2.7,275897,235.81,25
351,Operação Final 351,Filme,Fantasia,2003,105,1,1,18 anos,Francês,EUA,PlayTV,1.9,379724,199.25,12
352,Além do Tempo 352,Filme,Suspense,1993,141,1,1,16 anos,Japonês,Inglaterra,Cinema+,4.8,34788,70.77,3
353,Além do Tempo 353,Série,Ficção Científica,2016,34,3,6,12 anos,Português,Inglaterra,Cinema+,4.7,198989,248.84,17
354,Código Sombrio 354,Filme,Ficção Científica,2002,156,1,1,14 anos,Japonês,França,PlayTV,4.2,106781,104.44,15
355,Código Sombrio 355,Filme,Fantasia,2020,105,1,1,Livre,Japonês,França,Cinema+,1.3,485631,129.31,2
356,Além do Tempo 356,Filme,Fantasia,2016,100,1,1,18 anos,Inglês,Coreia do Sul,PlayTV,1.8,218579,16.57,3
357,Operação Final 357,Filme,Comédia,1995,170,1,1,10 anos,Francês,Inglaterra,Vision,2.1,313076,185.32,24
358,O Investigador 358,Série,Ação,1998,44,1,52,Livre,Português,Coreia do Sul,StreamFlix,3.8,224528,175.35,16
359,Mistérios da Cidade 359,Série,Comédia,2007,48,3,53,16 anos,Espanhol,Coreia do Sul,PlayTV,3.6,436494,47.9,14
360,Além do Tempo 360,Filme,Fantasia,2020,140,1,1,18 anos,Inglês,Brasil,StreamFlix,3.7,395790,79.43,9
361,O Último Horizonte 361,Série,Suspense,1998,47,8,48,16 anos,Português,EUA,StreamFlix,2.8,359000,202.51,24
362,Além do Tempo 362,Série,Suspense,2001,52,3,75,12 anos,Japonês,Japão,Vision,1.4,303106,173.12,13
363,Código Sombrio 363,Série,Comédia,2022,48,5,89,Livre,Japonês,Inglaterra,Cinema+,1.3,425026,5.79,23
364,O Investigador 364,Filme,Fantasia,2017,125,1,1,18 anos,Francês,França,Cinema+,4.6,449711,44.91,11
365,Código Sombrio 365,Filme,Suspense,2010,172,1,1,Livre,Inglês,EUA,Cinema+,3.6,130934,199.63,5
366,Aventura no Espaço 366,Filme,Ficção Científica,2026,157,1,1,Livre,Japonês,Brasil,Cinema+,3.2,60814,100.98,1
367,Código Sombrio 367,Filme,Ficção Científica,2024,106,1,1,14 anos,Francês,Inglaterra,Cinema+,4.5,45110,111.22,5
368,Amor em Paris 368,Série,Drama,2011,34,1,17,18 anos,Francês,Brasil,Vision,1.6,22339,241.8,22
369,Mistérios da Cidade 369,Filme,Fantasia,2024,142,1,1,18 anos,Inglês,França,PlayTV,2.2,443705,187.25,25
370,Aventura no Espaço 370,Filme,Ficção Científica,2012,99,1,1,18 anos,Francês,Brasil,Vision,2.0,202229,244.03,15
371,Risos de Família 371,Filme,Ação,2026,118,1,1,Livre,Japonês,Coreia do Sul,StreamFlix,3.6,20507,115.63,20
372,Além do Tempo 372,Série,Fantasia,1990,27,5,15,12 anos,Japonês,Brasil,PlayTV,2.9,28805,20.19,20
373,Aventura no Espaço 373,Série,Ficção Científica,2021,22,4,41,18 anos,Francês,Coreia do Sul,Cinema+,2.8,462366,220.17,3
374,Operação Final 374,Série,Suspense,2012,53,3,14,Livre,Espanhol,EUA,StreamFlix,2.4,310599,245.16,11
375,Código Sombrio 375,Série,Romance,2010,27,7,96,10 anos,Inglês,França,PlayTV,1.0,61261,38.6,3
376,Além do Tempo 376,Filme,Fantasia,2021,110,1,1,14 anos,Japonês,Inglaterra,Cinema+,3.0,52414,88.58,14
377,O Investigador 377,Série,Romance,2022,40,8,42,18 anos,Japonês,Japão,Vision,5.0,36412,21.41,19
378,Além do Tempo 378,Série,Drama,2001,55,6,95,14 anos,Inglês,Inglaterra,MegaStream,2.5,162660,172.12,25
379,O Reino Perdido 379,Filme,Drama,1997,161,1,1,14 anos,Espanhol,EUA,Vision,2.1,350444,10.48,19
380,Código Sombrio 380,Série,Comédia,2015,54,7,120,18 anos,Japonês,Japão,StreamFlix,4.1,492149,178.85,20
381,O Investigador 381,Filme,Ficção Científica,1992,159,1,1,10 anos,Português,EUA,Cinema+,4.3,196868,211.48,0
382,O Reino Perdido 382,Filme,Terror,2019,80,1,1,12 anos,Português,Coreia do Sul,PlayTV,4.3,80276,155.01,3
383,O Investigador 383,Série,Ação,2015,42,2,7,14 anos,Espanhol,Brasil,MegaStream,3.4,142843,168.34,20
384,Risos de Família 384,Filme,Fantasia,2002,111,1,1,10 anos,Português,EUA,PlayTV,2.4,416184,96.29,20
385,O Último Horizonte 385,Filme,Suspense,2012,97,1,1,12 anos,Português,Coreia do Sul,Vision,3.6,432228,87.81,6
386,Operação Final 386,Série,Fantasia,2015,51,7,69,14 anos,Espanhol,Brasil,Cinema+,4.9,34479,173.6,17
387,Risos de Família 387,Filme,Comédia,1993,83,1,1,12 anos,Japonês,Brasil,MegaStream,1.8,5338,21.41,16
388,Aventura no Espaço 388,Série,Terror,2017,39,6,82,16 anos,Português,Coreia do Sul,Vision,2.8,12638,110.13,10
389,Código Sombrio 389,Filme,Romance,2026,176,1,1,12 anos,Português,Inglaterra,MegaStream,3.3,394209,45.93,24
390,O Reino Perdido 390,Série,Ação,2000,35,6,28,12 anos,Espanhol,Coreia do Sul,MegaStream,4.1,318996,41.9,23
391,Código Sombrio 391,Série,Fantasia,2021,43,4,44,10 anos,Japonês,Inglaterra,MegaStream,3.8,241787,61.34,10
392,Operação Final 392,Filme,Romance,2013,89,1,1,14 anos,Japonês,Brasil,StreamFlix,4.7,142597,242.86,8
393,Amor em Paris 393,Filme,Terror,2001,96,1,1,12 anos,Espanhol,EUA,MegaStream,4.8,71012,79.24,18
394,O Investigador 394,Filme,Suspense,2012,95,1,1,Livre,Português,EUA,MegaStream,2.9,474627,180.52,18
395,Código Sombrio 395,Série,Terror,2015,59,5,110,18 anos,Japonês,Japão,Cinema+,4.8,96801,159.26,17
396,Código Sombrio 396,Filme,Romance,2009,152,1,1,18 anos,Japonês,Coreia do Sul,Vision,4.7,308940,128.21,0
397,Código Sombrio 397,Série,Ficção Científica,1999,30,4,55,12 anos,Espanhol,Inglaterra,Cinema+,4.9,446232,130.33,23
398,Operação Final 398,Filme,Suspense,2011,115,1,1,10 anos,Francês,EUA,StreamFlix,2.3,336183,71.69,17
399,O Investigador 399,Filme,Ação,1996,108,1,1,12 anos,Francês,EUA,Cinema+,2.2,121197,49.39,9
400,Código Sombrio 400,Série,Ficção Científica,2015,30,7,19,18 anos,Espanhol,Brasil,PlayTV,3.9,114128,67.75,1
401,O Último Horizonte 401,Filme,Ficção Científica,2013,171,1,1,16 anos,Espanhol,Inglaterra,StreamFlix,1.3,261114,238.85,20
402,Aventura no Espaço 402,Série,Fantasia,2014,55,4,96,16 anos,Espanhol,Coreia do Sul,PlayTV,1.5,305396,87.48,12
403,Operação Final 403,Filme,Ação,2004,174,1,1,10 anos,Francês,Coreia do Sul,MegaStream,1.5,234976,203.89,11
404,O Reino Perdido 404,Filme,Fantasia,1991,154,1,1,Livre,Inglês,EUA,Cinema+,4.6,333825,41.97,9
405,O Reino Perdido 405,Filme,Terror,1993,95,1,1,18 anos,Inglês,Brasil,PlayTV,3.7,460389,180.11,0
406,Mistérios da Cidade 406,Filme,Romance,2019,144,1,1,Livre,Inglês,Brasil,Vision,2.3,360016,192.45,7
407,Risos de Família 407,Filme,Comédia,2023,97,1,1,10 anos,Português,Coreia do Sul,MegaStream,3.7,328756,230.78,5
408,O Último Horizonte 408,Filme,Romance,2014,136,1,1,16 anos,Inglês,EUA,MegaStream,1.8,297232,107.38,23
409,Risos de Família 409,Filme,Suspense,2026,161,1,1,12 anos,Espanhol,França,MegaStream,1.3,324943,196.79,11
410,Mistérios da Cidade 410,Série,Ação,2016,54,7,105,Livre,Português,Coreia do Sul,PlayTV,1.4,376035,186.75,0
411,O Último Horizonte 411,Filme,Ficção Científica,2016,121,1,1,10 anos,Francês,Brasil,Cinema+,4.3,463774,35.86,14
412,O Reino Perdido 412,Série,Ação,2013,43,1,27,12 anos,Japonês,Coreia do Sul,StreamFlix,3.6,268971,36.79,18
413,Amor em Paris 413,Filme,Romance,1993,175,1,1,18 anos,Espanhol,França,Cinema+,1.5,449799,223.01,4
414,Amor em Paris 414,Filme,Suspense,2008,175,1,1,Livre,Espanhol,Inglaterra,Vision,3.5,59363,174.27,17
415,Código Sombrio 415,Filme,Drama,1994,162,1,1,10 anos,Português,Japão,Cinema+,2.4,347013,77.65,23
416,Amor em Paris 416,Série,Terror,2000,48,8,31,12 anos,Português,França,StreamFlix,1.7,259933,240.33,9
